Date,Region,Day-Confirmed,Day-Deaths,Day-Recovered
2020-03-07,Республика Марий Эл,0,0.0,0.0
2020-03-07,Севастополь,0,0.0,0.0
2020-03-07,Камчатский край,0,0.0,0.0
2020-03-07,Республика Северная Осетия,0,0.0,0.0
2020-03-07,Республика Татарстан,0,0.0,0.0
2020-03-07,Чеченская Республика,0,0.0,0.0
2020-03-07,Республика Калмыкия,0,0.0,0.0
2020-03-07,Республика Ингушетия,0,0.0,0.0
2020-03-07,Республика Адыгея,0,0.0,0.0
2020-03-07,Карачаево-Черкесская Республика,0,0.0,0.0
2020-03-07,Республика Мордовия,0,0.0,0.0
2020-03-07,Кабардино-Балкарская Республика,0,0.0,0.0
2020-03-07,Курганская область,0,0.0,0.0
2020-03-07,Республика Дагестан,0,0.0,0.0
2020-03-07,Республика Тыва,0,0.0,0.0
2020-03-07,Чувашская Республика,0,0.0,0.0
2020-03-07,Рязанская область,0,0.0,0.0
2020-03-07,Липецкая область,3,0.0,0.0
2020-03-07,Тамбовская область,0,0.0,0.0
2020-03-07,Республика Алтай,0,0.0,0.0
2020-03-07,Сахалинская область,0,0.0,0.0
2020-03-07,Республика Башкортостан,0,0.0,0.0
2020-03-07,Владимирская область,0,0.0,0.0
2020-03-07,Смоленская область,0,0.0,0.0
2020-03-07,Костромская область,0,0.0,0.0
2020-03-07,Брянская область,0,0.0,0.0
2020-03-07,Орловская область,0,0.0,0.0
2020-03-07,Калужская область,0,0.0,0.0
2020-03-07,Астраханская область,0,0.0,0.0
2020-03-07,Тульская область,0,0.0,0.0
2020-03-07,Курская область,0,0.0,0.0
2020-03-07,Амурская область,0,0.0,0.0
2020-03-07,Ивановская область,0,0.0,0.0
2020-03-07,Пензенская область,0,0.0,0.0
2020-03-07,Удмуртская Республика,0,0.0,0.0
2020-03-07,Псковская область,0,0.0,0.0
2020-03-07,Тюменская область,0,0.0,0.0
2020-03-07,Белгородская область,0,0.0,0.0
2020-03-07,Республика Хакасия,0,0.0,0.0
2020-03-07,Новгородская область,0,0.0,0.0
2020-03-07,Краснодарский край,0,0.0,0.0
2020-03-07,Новосибирская область,0,0.0,0.0
2020-03-07,Кемеровская область,0,0.0,0.0
2020-03-07,Ярославская область,0,0.0,0.0
2020-03-07,Оренбургская область,0,0.0,0.0
2020-03-07,Калининградская область,0,0.0,0.0
2020-03-07,Ямало-Ненецкий АО,0,0.0,0.0
2020-03-07,Тверская область,0,0.0,0.0
2020-03-07,Томская область,0,0.0,0.0
2020-03-07,Ханты-Мансийский АО,0,0.0,0.0
2020-03-07,Ленинградская область,0,0.0,0.0
2020-03-07,Вологодская область,0,0.0,0.0
2020-03-07,Челябинская область,0,0.0,0.0
2020-03-07,Республика Саха (Якутия),0,0.0,0.0
2020-03-07,Ставропольский край,0,0.0,0.0
2020-03-07,Кировская область,0,0.0,0.0
2020-03-07,Республика Крым,0,0.0,0.0
2020-03-07,Приморский край,0,0.0,0.0
2020-03-07,Самарская область,0,0.0,0.0
2020-03-07,Алтайский край,0,0.0,0.0
2020-03-07,Омская область,0,0.0,0.0
2020-03-07,Волгоградская область,0,0.0,0.0
2020-03-07,Ульяновская область,0,0.0,0.0
2020-03-07,Саратовская область,0,0.0,0.0
2020-03-07,Иркутская область,0,0.0,0.0
2020-03-07,Забайкальский край,0,0.0,0.0
2020-03-07,Республика Бурятия,0,0.0,0.0
2020-03-07,Мурманская область,0,0.0,0.0
2020-03-07,Республика Коми,0,0.0,0.0
2020-03-07,Пермский край,0,0.0,0.0
2020-03-07,Хабаровский край,0,0.0,0.0
2020-03-07,Ростовская область,0,0.0,0.0
2020-03-07,Воронежская область,0,0.0,0.0
2020-03-07,Красноярский край,0,0.0,0.0
2020-03-07,Архангельская область,0,0.0,0.0
2020-03-07,Республика Карелия,0,0.0,0.0
2020-03-07,Свердловская область,0,0.0,0.0
2020-03-07,Нижегородская область,0,0.0,0.0
2020-03-07,Московская область,0,0.0,0.0
2020-03-07,Санкт-Петербург,1,0.0,0.0
2020-03-07,Москва,0,0.0,1.0
2020-03-08,Ненецкий АО,0,0.0,0.0
2020-03-08,Чукотский АО,0,0.0,0.0
2020-03-08,Еврейская АО,0,0.0,0.0
2020-03-08,Магаданская область,0,0.0,0.0
2020-03-08,Республика Марий Эл,0,0.0,0.0
2020-03-08,Севастополь,0,0.0,0.0
2020-03-08,Камчатский край,0,0.0,0.0
2020-03-08,Республика Северная Осетия,0,0.0,0.0
2020-03-08,Республика Татарстан,0,0.0,0.0
2020-03-08,Чеченская Республика,0,0.0,0.0
2020-03-08,Республика Калмыкия,0,0.0,0.0
2020-03-08,Республика Ингушетия,0,0.0,0.0
2020-03-08,Республика Адыгея,0,0.0,0.0
2020-03-08,Карачаево-Черкесская Республика,0,0.0,0.0
2020-03-08,Республика Мордовия,0,0.0,0.0
2020-03-08,Кабардино-Балкарская Республика,0,0.0,0.0
2020-03-08,Курганская область,0,0.0,0.0
2020-03-08,Республика Дагестан,0,0.0,0.0
2020-03-08,Республика Тыва,0,0.0,0.0
2020-03-08,Чувашская Республика,0,0.0,0.0
2020-03-08,Рязанская область,0,0.0,0.0
2020-03-08,Липецкая область,0,0.0,0.0
2020-03-08,Тамбовская область,0,0.0,0.0
2020-03-08,Республика Алтай,0,0.0,0.0
2020-03-08,Сахалинская область,0,0.0,0.0
2020-03-08,Республика Башкортостан,0,0.0,0.0
2020-03-08,Владимирская область,0,0.0,0.0
2020-03-08,Смоленская область,0,0.0,0.0
2020-03-08,Костромская область,0,0.0,0.0
2020-03-08,Брянская область,0,0.0,0.0
2020-03-08,Орловская область,0,0.0,0.0
2020-03-08,Калужская область,0,0.0,0.0
2020-03-08,Астраханская область,0,0.0,0.0
2020-03-08,Тульская область,0,0.0,0.0
2020-03-08,Курская область,0,0.0,0.0
2020-03-08,Амурская область,0,0.0,0.0
2020-03-08,Ивановская область,0,0.0,0.0
2020-03-08,Пензенская область,0,0.0,0.0
2020-03-08,Удмуртская Республика,0,0.0,0.0
2020-03-08,Псковская область,0,0.0,0.0
2020-03-08,Тюменская область,0,0.0,0.0
2020-03-08,Белгородская область,1,0.0,0.0
2020-03-08,Республика Хакасия,0,0.0,0.0
2020-03-08,Новгородская область,0,0.0,0.0
2020-03-08,Краснодарский край,0,0.0,0.0
2020-03-08,Новосибирская область,0,0.0,0.0
2020-03-08,Кемеровская область,0,0.0,0.0
2020-03-08,Ярославская область,0,0.0,0.0
2020-03-08,Оренбургская область,0,0.0,0.0
2020-03-08,Калининградская область,1,0.0,0.0
2020-03-08,Ямало-Ненецкий АО,0,0.0,0.0
2020-03-08,Тверская область,0,0.0,0.0
2020-03-08,Томская область,0,0.0,0.0
2020-03-08,Ханты-Мансийский АО,0,0.0,0.0
2020-03-08,Ленинградская область,0,0.0,0.0
2020-03-08,Вологодская область,0,0.0,0.0
2020-03-08,Челябинская область,0,0.0,0.0
2020-03-08,Республика Саха (Якутия),0,0.0,0.0
2020-03-08,Ставропольский край,0,0.0,0.0
2020-03-08,Кировская область,0,0.0,0.0
2020-03-08,Республика Крым,0,0.0,0.0
2020-03-08,Приморский край,0,0.0,0.0
2020-03-08,Самарская область,0,0.0,0.0
2020-03-08,Алтайский край,0,0.0,0.0
2020-03-08,Омская область,0,0.0,0.0
2020-03-08,Волгоградская область,0,0.0,0.0
2020-03-08,Ульяновская область,0,0.0,0.0
2020-03-08,Саратовская область,0,0.0,0.0
2020-03-08,Иркутская область,0,0.0,0.0
2020-03-08,Забайкальский край,0,0.0,0.0
2020-03-08,Республика Бурятия,0,0.0,0.0
2020-03-08,Мурманская область,0,0.0,0.0
2020-03-08,Республика Коми,0,0.0,0.0
2020-03-08,Пермский край,0,0.0,0.0
2020-03-08,Хабаровский край,0,0.0,0.0
2020-03-08,Ростовская область,0,0.0,0.0
2020-03-08,Воронежская область,0,0.0,0.0
2020-03-08,Красноярский край,0,0.0,0.0
2020-03-08,Архангельская область,0,0.0,0.0
2020-03-08,Республика Карелия,0,0.0,0.0
2020-03-08,Свердловская область,0,0.0,0.0
2020-03-08,Нижегородская область,0,0.0,0.0
2020-03-08,Московская область,1,0.0,0.0
2020-03-08,Санкт-Петербург,0,0.0,0.0
2020-03-08,Москва,0,0.0,0.0
2020-03-09,Ненецкий АО,0,0.0,0.0
2020-03-09,Чукотский АО,0,0.0,0.0
2020-03-09,Еврейская АО,0,0.0,0.0
2020-03-09,Магаданская область,0,0.0,0.0
2020-03-09,Республика Марий Эл,0,0.0,0.0
2020-03-09,Севастополь,0,0.0,0.0
2020-03-09,Камчатский край,0,0.0,0.0
2020-03-09,Республика Северная Осетия,0,0.0,0.0
2020-03-09,Республика Татарстан,0,0.0,0.0
2020-03-09,Чеченская Республика,0,0.0,0.0
2020-03-09,Республика Калмыкия,0,0.0,0.0
2020-03-09,Республика Ингушетия,0,0.0,0.0
2020-03-09,Республика Адыгея,0,0.0,0.0
2020-03-09,Карачаево-Черкесская Республика,0,0.0,0.0
2020-03-09,Республика Мордовия,0,0.0,0.0
2020-03-09,Кабардино-Балкарская Республика,0,0.0,0.0
2020-03-09,Курганская область,0,0.0,0.0
2020-03-09,Республика Дагестан,0,0.0,0.0
2020-03-09,Республика Тыва,0,0.0,0.0
2020-03-09,Чувашская Республика,0,0.0,0.0
2020-03-09,Рязанская область,0,0.0,0.0
2020-03-09,Липецкая область,0,0.0,0.0
2020-03-09,Тамбовская область,0,0.0,0.0
2020-03-09,Республика Алтай,0,0.0,0.0
2020-03-09,Сахалинская область,0,0.0,0.0
2020-03-09,Республика Башкортостан,0,0.0,0.0
2020-03-09,Владимирская область,0,0.0,0.0
2020-03-09,Смоленская область,0,0.0,0.0
2020-03-09,Костромская область,0,0.0,0.0
2020-03-09,Брянская область,0,0.0,0.0
2020-03-09,Орловская область,0,0.0,0.0
2020-03-09,Калужская область,0,0.0,0.0
2020-03-09,Астраханская область,0,0.0,0.0
2020-03-09,Тульская область,0,0.0,0.0
2020-03-09,Курская область,0,0.0,0.0
2020-03-09,Амурская область,0,0.0,0.0
2020-03-09,Ивановская область,0,0.0,0.0
2020-03-09,Пензенская область,0,0.0,0.0
2020-03-09,Удмуртская Республика,0,0.0,0.0
2020-03-09,Псковская область,0,0.0,0.0
2020-03-09,Тюменская область,0,0.0,0.0
2020-03-09,Белгородская область,0,0.0,0.0
2020-03-09,Республика Хакасия,0,0.0,0.0
2020-03-09,Новгородская область,0,0.0,0.0
2020-03-09,Краснодарский край,0,0.0,0.0
2020-03-09,Новосибирская область,0,0.0,0.0
2020-03-09,Кемеровская область,0,0.0,0.0
2020-03-09,Ярославская область,0,0.0,0.0
2020-03-09,Оренбургская область,0,0.0,0.0
2020-03-09,Калининградская область,0,0.0,0.0
2020-03-09,Ямало-Ненецкий АО,0,0.0,0.0
2020-03-09,Тверская область,0,0.0,0.0
2020-03-09,Томская область,0,0.0,0.0
2020-03-09,Ханты-Мансийский АО,0,0.0,0.0
2020-03-09,Ленинградская область,0,0.0,0.0
2020-03-09,Вологодская область,0,0.0,0.0
2020-03-09,Челябинская область,0,0.0,0.0
2020-03-09,Республика Саха (Якутия),0,0.0,0.0
2020-03-09,Ставропольский край,0,0.0,0.0
2020-03-09,Кировская область,0,0.0,0.0
2020-03-09,Республика Крым,0,0.0,0.0
2020-03-09,Приморский край,0,0.0,0.0
2020-03-09,Самарская область,0,0.0,0.0
2020-03-09,Алтайский край,0,0.0,0.0
2020-03-09,Омская область,0,0.0,0.0
2020-03-09,Волгоградская область,0,0.0,0.0
2020-03-09,Ульяновская область,0,0.0,0.0
2020-03-09,Саратовская область,0,0.0,0.0
2020-03-09,Иркутская область,0,0.0,0.0
2020-03-09,Забайкальский край,0,0.0,0.0
2020-03-09,Республика Бурятия,0,0.0,0.0
2020-03-09,Мурманская область,0,0.0,0.0
2020-03-09,Республика Коми,0,0.0,0.0
2020-03-09,Пермский край,0,0.0,0.0
2020-03-09,Хабаровский край,0,0.0,0.0
2020-03-09,Ростовская область,0,0.0,0.0
2020-03-09,Воронежская область,0,0.0,0.0
2020-03-09,Красноярский край,0,0.0,0.0
2020-03-09,Архангельская область,0,0.0,0.0
2020-03-09,Республика Карелия,0,0.0,0.0
2020-03-09,Свердловская область,0,0.0,0.0
2020-03-09,Нижегородская область,0,0.0,0.0
2020-03-09,Московская область,0,0.0,0.0
2020-03-09,Санкт-Петербург,0,0.0,0.0
2020-03-09,Москва,3,0.0,0.0
2020-03-12,Ненецкий АО,0,0.0,0.0
2020-03-12,Чукотский АО,0,0.0,0.0
2020-03-12,Еврейская АО,0,0.0,0.0
2020-03-12,Магаданская область,0,0.0,0.0
2020-03-12,Республика Марий Эл,0,0.0,0.0
2020-03-12,Севастополь,0,0.0,0.0
2020-03-12,Камчатский край,0,0.0,0.0
2020-03-12,Республика Северная Осетия,0,0.0,0.0
2020-03-12,Республика Татарстан,0,0.0,0.0
2020-03-12,Чеченская Республика,0,0.0,0.0
2020-03-12,Республика Калмыкия,0,0.0,0.0
2020-03-12,Республика Ингушетия,0,0.0,0.0
2020-03-12,Республика Адыгея,0,0.0,0.0
2020-03-12,Карачаево-Черкесская Республика,0,0.0,0.0
2020-03-12,Республика Мордовия,0,0.0,0.0
2020-03-12,Кабардино-Балкарская Республика,0,0.0,0.0
2020-03-12,Курганская область,0,0.0,0.0
2020-03-12,Республика Дагестан,0,0.0,0.0
2020-03-12,Республика Тыва,0,0.0,0.0
2020-03-12,Чувашская Республика,0,0.0,0.0
2020-03-12,Рязанская область,0,0.0,0.0
2020-03-12,Липецкая область,0,0.0,0.0
2020-03-12,Тамбовская область,0,0.0,0.0
2020-03-12,Республика Алтай,0,0.0,0.0
2020-03-12,Сахалинская область,0,0.0,0.0
2020-03-12,Республика Башкортостан,0,0.0,0.0
2020-03-12,Владимирская область,0,0.0,0.0
2020-03-12,Смоленская область,0,0.0,0.0
2020-03-12,Костромская область,0,0.0,0.0
2020-03-12,Брянская область,0,0.0,0.0
2020-03-12,Орловская область,0,0.0,0.0
2020-03-12,Калужская область,0,0.0,0.0
2020-03-12,Астраханская область,0,0.0,0.0
2020-03-12,Тульская область,0,0.0,0.0
2020-03-12,Курская область,0,0.0,0.0
2020-03-12,Амурская область,0,0.0,0.0
2020-03-12,Ивановская область,0,0.0,0.0
2020-03-12,Пензенская область,0,0.0,0.0
2020-03-12,Удмуртская Республика,0,0.0,0.0
2020-03-12,Псковская область,0,0.0,0.0
2020-03-12,Тюменская область,0,0.0,0.0
2020-03-12,Белгородская область,0,0.0,0.0
2020-03-12,Республика Хакасия,0,0.0,0.0
2020-03-12,Новгородская область,0,0.0,0.0
2020-03-12,Краснодарский край,1,0.0,0.0
2020-03-12,Новосибирская область,0,0.0,0.0
2020-03-12,Кемеровская область,0,0.0,0.0
2020-03-12,Ярославская область,0,0.0,0.0
2020-03-12,Оренбургская область,0,0.0,0.0
2020-03-12,Калининградская область,1,0.0,0.0
2020-03-12,Ямало-Ненецкий АО,0,0.0,0.0
2020-03-12,Тверская область,0,0.0,0.0
2020-03-12,Томская область,0,0.0,0.0
2020-03-12,Ханты-Мансийский АО,0,0.0,0.0
2020-03-12,Ленинградская область,0,0.0,0.0
2020-03-12,Вологодская область,0,0.0,0.0
2020-03-12,Челябинская область,0,0.0,0.0
2020-03-12,Республика Саха (Якутия),0,0.0,0.0
2020-03-12,Ставропольский край,0,0.0,0.0
2020-03-12,Кировская область,0,0.0,0.0
2020-03-12,Республика Крым,0,0.0,0.0
2020-03-12,Приморский край,0,0.0,0.0
2020-03-12,Самарская область,0,0.0,0.0
2020-03-12,Алтайский край,0,0.0,0.0
2020-03-12,Омская область,0,0.0,0.0
2020-03-12,Волгоградская область,0,0.0,0.0
2020-03-12,Ульяновская область,0,0.0,0.0
2020-03-12,Саратовская область,0,0.0,0.0
2020-03-12,Иркутская область,0,0.0,0.0
2020-03-12,Забайкальский край,0,0.0,0.0
2020-03-12,Республика Бурятия,0,0.0,0.0
2020-03-12,Мурманская область,0,0.0,0.0
2020-03-12,Республика Коми,0,0.0,0.0
2020-03-12,Пермский край,0,0.0,0.0
2020-03-12,Хабаровский край,0,0.0,0.0
2020-03-12,Ростовская область,0,0.0,0.0
2020-03-12,Воронежская область,0,0.0,0.0
2020-03-12,Красноярский край,0,0.0,0.0
2020-03-12,Архангельская область,0,0.0,0.0
2020-03-12,Республика Карелия,0,0.0,0.0
2020-03-12,Свердловская область,0,0.0,0.0
2020-03-12,Нижегородская область,0,0.0,0.0
2020-03-12,Московская область,0,0.0,0.0
2020-03-12,Санкт-Петербург,0,0.0,0.0
2020-03-12,Москва,4,0.0,0.0
2020-03-13,Ненецкий АО,0,0.0,0.0
2020-03-13,Чукотский АО,0,0.0,0.0
2020-03-13,Еврейская АО,0,0.0,0.0
2020-03-13,Магаданская область,0,0.0,0.0
2020-03-13,Республика Марий Эл,0,0.0,0.0
2020-03-13,Севастополь,0,0.0,0.0
2020-03-13,Камчатский край,0,0.0,0.0
2020-03-13,Республика Северная Осетия,0,0.0,0.0
2020-03-13,Республика Татарстан,0,0.0,0.0
2020-03-13,Чеченская Республика,0,0.0,0.0
2020-03-13,Республика Калмыкия,0,0.0,0.0
2020-03-13,Республика Ингушетия,0,0.0,0.0
2020-03-13,Республика Адыгея,0,0.0,0.0
2020-03-13,Карачаево-Черкесская Республика,0,0.0,0.0
2020-03-13,Республика Мордовия,0,0.0,0.0
2020-03-13,Кабардино-Балкарская Республика,0,0.0,0.0
2020-03-13,Курганская область,0,0.0,0.0
2020-03-13,Республика Дагестан,0,0.0,0.0
2020-03-13,Республика Тыва,0,0.0,0.0
2020-03-13,Чувашская Республика,0,0.0,0.0
2020-03-13,Рязанская область,0,0.0,0.0
2020-03-13,Липецкая область,0,0.0,0.0
2020-03-13,Тамбовская область,0,0.0,0.0
2020-03-13,Республика Алтай,0,0.0,0.0
2020-03-13,Сахалинская область,0,0.0,0.0
2020-03-13,Республика Башкортостан,0,0.0,0.0
2020-03-13,Владимирская область,0,0.0,0.0
2020-03-13,Смоленская область,0,0.0,0.0
2020-03-13,Костромская область,0,0.0,0.0
2020-03-13,Брянская область,0,0.0,0.0
2020-03-13,Орловская область,0,0.0,0.0
2020-03-13,Калужская область,0,0.0,0.0
2020-03-13,Астраханская область,0,0.0,0.0
2020-03-13,Тульская область,0,0.0,0.0
2020-03-13,Курская область,0,0.0,0.0
2020-03-13,Амурская область,0,0.0,0.0
2020-03-13,Ивановская область,0,0.0,0.0
2020-03-13,Пензенская область,0,0.0,0.0
2020-03-13,Удмуртская Республика,0,0.0,0.0
2020-03-13,Псковская область,0,0.0,0.0
2020-03-13,Тюменская область,0,0.0,0.0
2020-03-13,Белгородская область,0,0.0,0.0
2020-03-13,Республика Хакасия,0,0.0,0.0
2020-03-13,Новгородская область,0,0.0,0.0
2020-03-13,Краснодарский край,0,0.0,0.0
2020-03-13,Новосибирская область,0,0.0,0.0
2020-03-13,Кемеровская область,0,0.0,0.0
2020-03-13,Ярославская область,0,0.0,0.0
2020-03-13,Оренбургская область,0,0.0,0.0
2020-03-13,Калининградская область,0,0.0,0.0
2020-03-13,Ямало-Ненецкий АО,0,0.0,0.0
2020-03-13,Тверская область,0,0.0,0.0
2020-03-13,Томская область,0,0.0,0.0
2020-03-13,Ханты-Мансийский АО,0,0.0,0.0
2020-03-13,Ленинградская область,1,0.0,0.0
2020-03-13,Вологодская область,0,0.0,0.0
2020-03-13,Челябинская область,0,0.0,0.0
2020-03-13,Республика Саха (Якутия),0,0.0,0.0
2020-03-13,Ставропольский край,0,0.0,0.0
2020-03-13,Кировская область,0,0.0,0.0
2020-03-13,Республика Крым,0,0.0,0.0
2020-03-13,Приморский край,0,0.0,0.0
2020-03-13,Самарская область,0,0.0,0.0
2020-03-13,Алтайский край,0,0.0,0.0
2020-03-13,Омская область,0,0.0,0.0
2020-03-13,Волгоградская область,0,0.0,0.0
2020-03-13,Ульяновская область,0,0.0,0.0
2020-03-13,Саратовская область,0,0.0,0.0
2020-03-13,Иркутская область,0,0.0,0.0
2020-03-13,Забайкальский край,0,0.0,0.0
2020-03-13,Республика Бурятия,0,0.0,0.0
2020-03-13,Мурманская область,0,0.0,0.0
2020-03-13,Республика Коми,0,0.0,0.0
2020-03-13,Пермский край,1,0.0,0.0
2020-03-13,Хабаровский край,0,0.0,0.0
2020-03-13,Ростовская область,0,0.0,0.0
2020-03-13,Воронежская область,0,0.0,0.0
2020-03-13,Красноярский край,0,0.0,0.0
2020-03-13,Архангельская область,0,0.0,0.0
2020-03-13,Республика Карелия,0,0.0,0.0
2020-03-13,Свердловская область,0,0.0,0.0
2020-03-13,Нижегородская область,0,0.0,0.0
2020-03-13,Московская область,1,0.0,0.0
2020-03-13,Санкт-Петербург,3,0.0,0.0
2020-03-13,Москва,5,0.0,0.0
2020-03-14,Ненецкий АО,0,0.0,0.0
2020-03-14,Чукотский АО,0,0.0,0.0
2020-03-14,Еврейская АО,0,0.0,0.0
2020-03-14,Магаданская область,0,0.0,0.0
2020-03-14,Республика Марий Эл,0,0.0,0.0
2020-03-14,Севастополь,0,0.0,0.0
2020-03-14,Камчатский край,0,0.0,0.0
2020-03-14,Республика Северная Осетия,0,0.0,0.0
2020-03-14,Республика Татарстан,0,0.0,0.0
2020-03-14,Чеченская Республика,0,0.0,0.0
2020-03-14,Республика Калмыкия,0,0.0,0.0
2020-03-14,Республика Ингушетия,0,0.0,0.0
2020-03-14,Республика Адыгея,0,0.0,0.0
2020-03-14,Карачаево-Черкесская Республика,0,0.0,0.0
2020-03-14,Республика Мордовия,0,0.0,0.0
2020-03-14,Кабардино-Балкарская Республика,0,0.0,0.0
2020-03-14,Курганская область,0,0.0,0.0
2020-03-14,Республика Дагестан,0,0.0,0.0
2020-03-14,Республика Тыва,0,0.0,0.0
2020-03-14,Чувашская Республика,0,0.0,0.0
2020-03-14,Рязанская область,0,0.0,0.0
2020-03-14,Липецкая область,0,0.0,0.0
2020-03-14,Тамбовская область,0,0.0,0.0
2020-03-14,Республика Алтай,0,0.0,0.0
2020-03-14,Сахалинская область,0,0.0,0.0
2020-03-14,Республика Башкортостан,0,0.0,0.0
2020-03-14,Владимирская область,0,0.0,0.0
2020-03-14,Смоленская область,0,0.0,0.0
2020-03-14,Костромская область,0,0.0,0.0
2020-03-14,Брянская область,0,0.0,0.0
2020-03-14,Орловская область,0,0.0,0.0
2020-03-14,Калужская область,0,0.0,0.0
2020-03-14,Астраханская область,0,0.0,0.0
2020-03-14,Тульская область,0,0.0,0.0
2020-03-14,Курская область,0,0.0,0.0
2020-03-14,Амурская область,0,0.0,0.0
2020-03-14,Ивановская область,0,0.0,0.0
2020-03-14,Пензенская область,0,0.0,0.0
2020-03-14,Удмуртская Республика,0,0.0,0.0
2020-03-14,Псковская область,0,0.0,0.0
2020-03-14,Тюменская область,0,0.0,0.0
2020-03-14,Белгородская область,0,0.0,0.0
2020-03-14,Республика Хакасия,0,0.0,0.0
2020-03-14,Новгородская область,0,0.0,0.0
2020-03-14,Краснодарский край,0,0.0,0.0
2020-03-14,Новосибирская область,0,0.0,0.0
2020-03-14,Кемеровская область,2,0.0,0.0
2020-03-14,Ярославская область,0,0.0,0.0
2020-03-14,Оренбургская область,0,0.0,0.0
2020-03-14,Калининградская область,1,0.0,0.0
2020-03-14,Ямало-Ненецкий АО,0,0.0,0.0
